9.999999999999996e-11,1.0772427142152482e-11
1.2214027581601684e-10,1.3157472223504645e-11
1.4918246976412677e-10,1.6070572864204648e-11
1.8221188003905108e-10,1.962864202155403e-11
2.2255409284924683e-10,2.397447750406552e-11
2.718281828459044e-10,2.928249294891602e-11
3.320116922736544e-10,3.5765717653614396e-11
4.055199966844667e-10,4.368434618970737e-11
4.95303242439512e-10,5.335618092454151e-11
6.049647464412948e-10,6.516938654614436e-11
7.389056098930647e-10,7.959806847509679e-11
9.025013499434111e-10,9.722130037975958e-11
1.102317638064162e-9,1.1874636443585622e-10
1.3463738035001705e-9,1.4503713704362788e-10
1.6444646771097055e-9,1.7714875922107037e-10
2.008553692318766e-9,2.1636998311786656e-10
2.453253019710932e-9,2.6427489416432393e-10
2.9964100047397064e-9,3.2278608464678324e-10
3.6598234443678026e-9,3.9425181408692927e-10
4.470118449330084e-9,4.815402531420341e-10
5.459815003314422e-9,5.881545933648672e-10
6.668633104092506e-9,7.18373642582361e-10
8.145086866496825e-9,8.774235484796463e-10
9.94843156419339e-9,1.0716875422605713e-9
1.2151041751873491e-8,1.30896211999475e-9
1.4841315910257655e-8,1.59876994384598e-9
1.8127224187515098e-8,1.95274201936354e-9
2.2140641620418746e-8,2.385084488947965e-9
2.7042640742615292e-8,2.9131487727891857e-9
3.3029955990964876e-8,3.558127946903521e-9
4.03428793492735e-8,4.345907289853597e-9
4.927490410932557e-8,5.308103153488016e-9
6.018450378720831e-8,6.483331837656039e-9
7.350951892419737e-8,7.91875939841657e-9
8.97847291650418e-8,9.671994588409165e-9
1.0966331584284581e-7,1.1813400900096072e-8
1.3394307643944163e-7,1.4428920502984133e-8
1.6359844299959266e-7,1.7623523410744785e-8
1.99819589510412e-7,2.152542016900649e-8
2.4406019776245e-7,2.629120811634642e-8
2.980957987041727e-7,3.2112154827641563e-8
3.640950307332357e-7,3.9221875628105975e-8
4.447066747699856e-7,4.7905710427136215e-8
5.431659591362977e-7,5.851217202703978e-8
6.634244006277887e-7,7.146693895655141e-8
8.10308392757538e-7,8.728986284532288e-8
9.897129058743923e-7,1.066160847127413e-7
1.2088380730216984e-6,1.302211902475007e-7
1.4764781565577288e-6,1.5905249873939168e-7
1.8033744927828517e-6,1.94267168595773e-7
2.202646579480671e-6,2.3727848254301974e-7
2.690318607429758e-6,2.8981259895321247e-7
3.2859625674443313e-6,3.5397793152468393e-7
4.013483743087584e-6,4.3234961073096306e-7
4.9020801136381735e-6,5.280730044467097e-7
5.9874141715197795e-6,6.449898436510688e-7
7.313044183341555e-6,7.877924183884619e-7
8.932172336080555e-6,9.622117538933744e-7
0.00001090977992765077,1.1752480849125917e-6
0.000013325235294553098,1.4354512619328795e-6
0.000016275479141900387,1.7532641571626004e-6
0.000019878915114295466,2.1414416862865175e-6
0.000024280161749832354,2.61556290062581e-6
0.000029655856529820323,3.1946556472745545e-6
0.0000362217449611248,3.901961111473556e-6
0.00004424133920089203,4.765865965582437e-6
0.00005403649372466923,5.821042916250059e-6
0.00006600032247661566,7.109836380743079e-6
0.0000806129759123991,8.683973913631283e-6
0.00009846091112290353,0.000010606628920771757
0.00012026042841647763,0.000012954967458404309
0.0001468864189654096,0.00001582323215482166
0.00017940747726062143,0.000019326537791863818
0.00021912878756068121,0.00002360547905244799
0.00026764450551890976,0.00002883179719957767
0.0003269017372472109,0.00003521523296414043
0.000399278683521095,0.00004301198492932171
0.0004876800853272266,0.000052534954561279334
0.0005956538013184622,0.00006416635865012717
0.000727533195838959,0.00007837296865756349
0.000888611052050787,0.00009572496639797936
